name,url,address,access,description,average_price,pet_dog_small,pet_dog_medium,pet_dog_large,pet_cat,pet_others,pet_otherInfo
デイリー イタリアン MIO 駒沢公園,https://r.gnavi.co.jp/pvn5b8v00000/,東京都世田谷区駒沢4-12-22,東急田園都市線駒沢大学駅駒沢公園口 徒歩10分,イタリアン,平均予算：-,,,,,,
マジックワールド 久留米店,https://r.gnavi.co.jp/n5smbvn20000/,福岡県久留米市東町32-37,西鉄天神大牟田線久留米駅 徒歩3分,エンターテイメント,平均予算：-,,,,,,
串カツ田中 調布店,https://r.gnavi.co.jp/8dd6xrjx0000/,東京都調布市小島町1-34-3,連絡バス（調布空港-調布）調布駅 徒歩3分,居酒屋,"平均予算：2,400円",,,,,,
Ｃｈｅｚ Ｉｇｕｃｈｉ,https://r.gnavi.co.jp/sep2nfk70000/,東京都港区白金台3-4-21,地下鉄南北線白金台駅 徒歩3分,フレンチ,平均予算：-,,,,,,
CAFE de MERCI,https://r.gnavi.co.jp/na8h8jdt0000/,宮城県仙台市宮城野区福室2-6-11,ＪＲ仙石線陸前高砂駅 徒歩1分,カフェ,平均予算：-,,,,,,
炭火焼酒場ピカピカ 茅ヶ崎南口店,https://r.gnavi.co.jp/2yvt30720000/,神奈川県茅ヶ崎市幸町5-14,ＪＲ茅ヶ崎駅南口 徒歩3分,居酒屋,平均予算：-,,,,,,
ラコタ 吉祥寺,https://r.gnavi.co.jp/s04tyk910000/,東京都武蔵野市吉祥寺本町1-22-10,ＪＲ中央線吉祥寺駅 徒歩3分,居酒屋,平均予算：-,,,,,,
ありがた屋,https://r.gnavi.co.jp/b63cupmt0000/,神奈川県横須賀市久里浜4-3-15,京急久里浜線京急久里浜駅 徒歩1分,和食,平均予算：-,,,,,,
LEONE MARCIANO,https://r.gnavi.co.jp/791g5fn40000/,神奈川県横浜市西区みなとみらい4-6-2,ＪＲ根岸線桜木町駅 徒歩7分,イタリアン,"平均予算：6,000円",,,,,,
焼鳥 佐田十郎,https://r.gnavi.co.jp/4ta06vhu0000/,東京都港区麻布十番2-8-16,都営大江戸線麻布十番駅7番出口 徒歩4分,焼鳥 居酒屋,"平均予算：5,000円",,,,,,
kitchen RK （旧：Rickey Typhoon）,https://r.gnavi.co.jp/3kc24v6p0000/,東京都国分寺市南町3-4-19,ＪＲ中央線国分寺駅 徒歩2分,創作料理,平均予算：-,,,,,,
International GastroPub＆Grill Woody’s,https://r.gnavi.co.jp/359hx7c30000/,沖縄県豊見城市豊見城566-8,ゆいレール小禄駅 徒歩29分,パブ,平均予算：-,,,,,,
愛称,https://r.gnavi.co.jp/1e2sa1xj0000/,東京都足立区栗原1-12-22,東武伊勢崎線西新井駅東口 徒歩5分,インド料理,平均予算：-,,,,,,
あばら大根,https://r.gnavi.co.jp/6409b9j00000/,東京都江戸川区西葛西6-17-12,地下鉄東西線西葛西駅 徒歩2分,居酒屋,"平均予算：3,000円",,,,,,
ボンマルシェ ボンテ 竹の塚店,https://r.gnavi.co.jp/40kb7h100000/,東京都足立区竹の塚1-13-16,東武伊勢崎線竹ノ塚駅 徒歩5分,イタリアン,"平均予算：2,500円",,,,,,
ALOHA TABLE Daikanyama Forest,https://r.gnavi.co.jp/3j9aj5je0000/,東京都渋谷区猿楽町17-10,東急東横線代官山駅 徒歩5分,貸切スペース,平均予算：-,,,,,,
Meson del Puerto,https://r.gnavi.co.jp/g303102/?sc_dsp=rs_14559&sc_type=area&sc_area=jp,埼玉県さいたま市大宮区桜木町1-5-3,ＪＲ大宮駅西口 徒歩1分,本場スペインバル,"平均予算：4,000円",,,,,,
GARB MONAQUE,https://r.gnavi.co.jp/kbwj617/?sc_dsp=rs_13713&sc_type=area&sc_area=jp,大阪府大阪市北区大深町4-1,ＪＲ大阪駅 徒歩1分,レストランバー・カフェ,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
クラフトビール＆ダイニングバー ファニーサンセット 平塚,https://r.gnavi.co.jp/6cs91fa80000/?sc_dsp=rs_14720&sc_type=area&sc_area=jp,神奈川県平塚市明石町11-2,ＪＲ東海道本線平塚駅北口 徒歩3分,平塚 ダイニングバー,"平均予算：3,000円",,,,,,
IL Rifugio Hayama,https://r.gnavi.co.jp/fgsbbuav0000/,神奈川県三浦郡葉山町一色2179,,イタリアン,平均予算：-,,,,,,
ZERO ONE CAFE,https://r.gnavi.co.jp/3te61jv20000/,東京都町田市原町田6-7-3,小田急小田原線町田駅南口 徒歩2分,バー・バル・ダイニング,平均予算：-,,,,,,
DINING＆BAR LAVAROCK（ラヴァロック）,https://r.gnavi.co.jp/ngfjn4ps0000/,東京都中央区京橋2-1-3,ＪＲ東京駅八重洲南口 徒歩4分,ステーキ,平均予算：-,,,,,,
府中イタリアン シマトネリコ,https://r.gnavi.co.jp/bwd6zren0000/?sc_dsp=rs_14809&sc_type=area&sc_area=jp,東京都府中市宮西町1-11-1,京王線府中駅 徒歩2分,本格イタリアンとワイン,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
茶舗かおり,https://r.gnavi.co.jp/91js3fuk0000/,東京都新宿区西新宿4-34-26,都営大江戸線（放射部）都庁前駅A5口 徒歩8分,カフェ,平均予算：-,,,,,,
chuan,https://r.gnavi.co.jp/b6hwmn9e0000/,静岡県静岡市葵区七間町14-7,ＪＲ静岡駅 徒歩10分,カフェ,平均予算：-,,,,,,
27 MCM,https://r.gnavi.co.jp/9kwkms8a0000/,東京都渋谷区鶯谷町6-5,ＪＲ渋谷駅南口 徒歩7分,もんじゃ焼き,平均予算：-,,,,,,
地蔵そば 大橋屋,https://r.gnavi.co.jp/m447wm6m0000/,東京都豊島区巣鴨3-34-3,ＪＲ巣鴨駅 徒歩5分,居酒屋,平均予算：-,,,,,,
Beach＆Cafe PROVE,https://r.gnavi.co.jp/73tufknp0000/,千葉県千葉市中央区登戸1-10-12,千葉都市モノレール1号線市役所前（千葉県）駅出入口4 徒歩4分,カフェ,"平均予算：1,500円",,,,,,
Cafeつむぎ,https://r.gnavi.co.jp/f9ewpg6v0000/,埼玉県久喜市菖蒲町三箇419-1,,カフェ,平均予算：-,,,,,,
ロカンダ エッフェク,https://r.gnavi.co.jp/nxm7uu750000/,東京都渋谷区神宮前5-10-10,東京メトロ副都心線明治神宮前駅エレベーター専用口 徒歩3分,イタリアン,平均予算：-,,,,,,
カレーキッチンYAMANI,https://r.gnavi.co.jp/6m8kk68j0000/,栃木県芳賀郡益子町城内坂88,真岡鐵道真岡線益子駅 徒歩23分,カレーライス,平均予算：-,,,,,,
IRISHPUB Craic,https://r.gnavi.co.jp/fpr2m1zr0000/,東京都港区赤坂2-6-14,地下鉄千代田線赤坂駅 徒歩4分,アイリッシュパブ,平均予算：-,,,,,,
居酒屋バル瀧田,https://r.gnavi.co.jp/j9dmzv1a0000/,東京都小金井市本町6-5-3,JR中央本線（東京-塩尻）武蔵小金井駅南口 徒歩5分,居酒屋,"平均予算：3,500円",,,,,,
Rolling Stone,https://r.gnavi.co.jp/j2a0051c0000/,神奈川県川崎市川崎区東田町3-22,ＪＲ川崎駅東口 徒歩7分,バー,平均予算：-,,,,,,
居酒屋 ゆ 2号店,https://r.gnavi.co.jp/gbvcjwmd0000/,鹿児島県鹿児島市千日町7-1,鹿児島市電（系統1）天文館通電停 徒歩4分,郷土料理,平均予算：-,,,,,,
PRONTO 銀座ナイン店,https://r.gnavi.co.jp/1ntum7xc0000/,東京都中央区銀座8-5,ＪＲ新橋駅 徒歩1分,ダイニングバー,平均予算：-,,,,,,
LATIN GASSE GASTROBAR （ラテンガッセガストロバー）,https://r.gnavi.co.jp/9ggsbbjh0000/,千葉県船橋市本町5-5-5,ＪＲ総武線船橋駅 徒歩3分,スペイン料理,平均予算：-,,,,,,
水辺の森のワイナリーレストラン OPENERS,https://r.gnavi.co.jp/7vfd7wns0000/,長崎県長崎市常盤町1-15,長崎電気軌道市民病院前電停 徒歩1分,イタリアン,"平均予算：1,400円",,,,,,
うしさん 新大久保,https://r.gnavi.co.jp/6hseucth0000/,東京都新宿区百人町2-20-23,ＪＲ新大久保駅 徒歩2分,焼肉,平均予算：-,,,,,,
アロハテーブル アスナル金山店,https://r.gnavi.co.jp/3108f68v0000/,愛知県名古屋市中区金山1-17-1,ＪＲ金山駅北口 徒歩1分,居酒屋,平均予算：-,,,,,,
鰓呼吸 宮古島店,https://r.gnavi.co.jp/ee8wm1u50000/?sc_dsp=rs_12510&sc_type=area&sc_area=jp,沖縄県宮古島市平良西里300-3,多良間港 車4分,海鮮居酒屋,"平均予算：3,000円",テラス,テラス,,,,
完全個室居酒屋 牛タン＆肉寿司食べ放題 奥羽本荘 上野店,https://r.gnavi.co.jp/axf7c5e10000/?sc_dsp=rs_13383&sc_type=area&sc_area=jp,東京都台東区上野2‐1‐1,東京メトロ銀座線上野広小路駅A3口 徒歩2分,牛タンと肉寿司が旨い店,"平均予算：3,000円",店内,店内,店内,店内,店内,
炭焼きと日本酒 らんぷ,https://r.gnavi.co.jp/95gf5x460000/?sc_dsp=rs_13813&sc_type=area&sc_area=jp,大阪府大阪市北区兎我野町11-19,地下鉄谷町線東梅田駅 徒歩5分,炭焼きと日本酒らんぷ,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
和味焼肉 うしすけ 本店,https://r.gnavi.co.jp/gw8mdber0000/,東京都大田区矢口1-20-8,東急多摩川線武蔵新田駅 徒歩3分,焼肉,"平均予算：3,000円",,,,,,
Tre Gatti（トレ ガッティ）,https://r.gnavi.co.jp/8z4v9a4t0000/,東京都豊島区目白3-13-1,ＪＲ目白駅 徒歩2分,イタリアン,平均予算：-,,,,,,
Art Cafe ナナイロ,https://r.gnavi.co.jp/4jp9tj6a0000/,京都府京都市中京区西ノ京船塚町10,,カフェ,"平均予算：1,000円",,,,,,
やきとり 呑炭坊～どんたんぼう～ 武蔵小杉 本店,https://r.gnavi.co.jp/a461901/?sc_dsp=rs_12207&sc_type=area&sc_area=jp,神奈川県川崎市中原区新丸子町915-41,ＪＲ南武線武蔵小杉駅 徒歩2分,築地直送信玄鶏使用！！,"平均予算：3,000円",店内,店内,店内,店内,店内,
ITANOVA,https://r.gnavi.co.jp/9hg90hu20000/,東京都台東区浅草2-7-10,地下鉄浅草駅 徒歩5分,イタリアン,"平均予算：2,000円",,,,,,
ピラミッド,https://r.gnavi.co.jp/dnb7hvhk0000/,東京都中央区築地2-12-16,地下鉄日比谷線築地駅2番出口 徒歩1分,ドイツ料理,平均予算：-,,,,,,
Trattoria Santa Teresa,https://r.gnavi.co.jp/nw52hynw0000/,東京都足立区大谷田5-8-8,地下鉄千代田線北綾瀬駅 徒歩10分,イタリアン,平均予算：-,,,,,,
Five Stars Bar 心斎橋,https://r.gnavi.co.jp/2zp7v4m40000/,大阪府大阪市中央区東心斎橋1-15-11,地下鉄御堂筋線心斎橋駅6番出口 徒歩4分,ショットバー,平均予算：-,,,,,,
フィッシュバル コラーレ 柏の葉,https://r.gnavi.co.jp/js09unw90000/,千葉県柏市若柴184-1,つくばエクスプレス柏の葉キャンパス駅 徒歩2分,居酒屋,平均予算：-,,,,,,
東京 肉 イタリアン Ricco,https://r.gnavi.co.jp/871aj44g0000/,千葉県市川市相之川4-11-13,地下鉄東西線南行徳駅 徒歩2分,居酒屋,平均予算：-,,,,,,
ホルモン黄蓮,https://r.gnavi.co.jp/gs1bkmdc0000/,大阪府摂津市鳥飼西4-24-15,大阪モノレール線南摂津駅 徒歩21分,居酒屋,平均予算：-,,,,,,
マザームーンカフェ 住吉店,https://r.gnavi.co.jp/7znd45zk0000/,兵庫県神戸市東灘区住吉本町1-1-7,ＪＲ神戸線住吉駅 徒歩3分,居酒屋,"平均予算：3,500円",,,,,,
イタリアン×カジュアル肉バル Cisono！（シソーノ） 津田沼店,https://r.gnavi.co.jp/amvjxdru0000/,千葉県船橋市前原西2-14-1,ＪＲ総武線津田沼駅 徒歩2分,居酒屋,平均予算：-,,,,,,
隠れ家的Pizza野郎 ばーすぬ家,https://r.gnavi.co.jp/10nyrggf0000/,沖縄県那覇市与儀2-12-19,ゆいレール壺川駅北口 徒歩20分,ピザ,平均予算：-,,,,,,
おこのみハウス YOMO,https://r.gnavi.co.jp/a1d0ym190000/,栃木県河内郡上三川町多功860-9,JR宇都宮線・JR上野東京ライン石橋（栃木県）駅東口 徒歩18分,お好み焼き,平均予算：-,,,,,,
蓮華粥,https://r.gnavi.co.jp/7g64b5270000/,沖縄県豊見城市豊崎1-415,,沖縄料理,平均予算：-,,,,,,
egg cafe,https://r.gnavi.co.jp/pmsu11a80000/,山口県下関市楠乃2-278-1,ＪＲ新下関駅南口 徒歩26分,カフェ,平均予算：-,,,,,,
PELL‐MELL ペルメル,https://r.gnavi.co.jp/k1ku4m4x0000/,愛媛県東温市南方2193-3,伊予鉄道横河原線横河原駅 徒歩8分,イタリアン,平均予算：-,,,,,,
カフェ＆雑貨 メゾンドット,https://r.gnavi.co.jp/p87hu62w0000/,秋田県潟上市天王字北野348-4,ＪＲ男鹿線出戸浜駅 徒歩20分,カフェ,平均予算：-,,,,,,
厳選ワイン×熟成肉バル f’sキッチン 門前仲町,https://r.gnavi.co.jp/9pph2x7v0000/,東京都江東区富岡1-23-2,地下鉄東西線門前仲町駅1番出口 徒歩2分,イタリアン,平均予算：-,,,,,,
炭焼きハンバーグ 鐵,https://r.gnavi.co.jp/jewkpbju0000/,大分県由布市湯布院町川南1043-1,連絡バス（大分空港-由布院）由布院駅 徒歩20分,ハンバーグ,"平均予算：1,500円",,,,,,
府中イタリアン シマトネリコ,https://r.gnavi.co.jp/bwd6zren0000/?sc_dsp=rs_14809&sc_type=area&sc_area=jp,東京都府中市宮西町1-11-1,京王線府中駅 徒歩2分,本格イタリアンとワイン,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
九州炭火酒場 ばってん 神田西口店,https://r.gnavi.co.jp/27gy5be10000/?sc_dsp=rs_13348&sc_type=area&sc_area=jp,東京都千代田区内神田3-12-4,ＪＲ神田駅 徒歩1分,九州料理と炭火と地酒,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
炭火個室肉バル ブラチョーラ練馬,https://r.gnavi.co.jp/7bspkfvj0000/?sc_dsp=rs_12766&sc_type=area&sc_area=jp,東京都練馬区豊玉北5-32-1,西武池袋線練馬駅西口 徒歩3分,名物！熟成トマホーク！,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
Pizza＆Delica Secondo,https://r.gnavi.co.jp/58ztfs4e0000/,東京都八王子市横山町5-13,ＪＲ八王子駅北口 徒歩7分,イタリアン,平均予算：-,,,,,,
ORANGE COVO,https://r.gnavi.co.jp/csyaugh00000/,東京都中央区日本橋室町4-3-4,ＪＲ神田駅東口 徒歩5分,ピザ,平均予算：-,,,,,,
BAR EZO,https://r.gnavi.co.jp/eb544afz0000/,京都府京都市下京区河原町通松原上ル清水町290-1,京阪本線祇園四条駅 徒歩6分,バー,平均予算：-,,,,,,
TRATTORIA e PIZZERIA ESSE DUE,https://r.gnavi.co.jp/gc0h101/?sc_dsp=rs_12805&sc_type=area&sc_area=jp,東京都港区赤坂6-11-13,地下鉄千代田線赤坂駅6番出口 徒歩3分,本格ナポリピッツァ,"平均予算：5,000円",テラス,テラス,テラス,テラス,,
イタリア酒場 エビスバール,https://r.gnavi.co.jp/b1etbgnj0000/,兵庫県西宮市馬場町6-1,阪神本線西宮駅 徒歩3分,ナポリピッツァ　バール,"平均予算：2,800円",,,,,,
Bar Andy,https://r.gnavi.co.jp/5f5bg40g0000/,東京都品川区旗の台5-13-12,東急池上線旗の台駅南口 徒歩1分,イタリアン,平均予算：-,,,,,,
イル キャンティ 札幌,https://r.gnavi.co.jp/5ww8xggy0000/,北海道札幌市中央区大通西5-3,札幌市営地下鉄東西線大通駅１番出口 徒歩1分,イタリアン,平均予算：-,,,,,,
Cafe Ange,https://r.gnavi.co.jp/nju7ec2k0000/,石川県羽咋市西釜屋町ノ56-5,のと里山海道柳田I.C. 車5分,ダイニングバー,"平均予算：2,500円",,,,,,
Green Farm Cafe,https://r.gnavi.co.jp/dvhbvn4b0000/,北海道虻田郡倶知安町山田190-4,,カフェ,"平均予算：1,000円",,,,,,
串揚げとワイン 源 moto,https://r.gnavi.co.jp/89mhzbeg0000/,東京都豊島区南池袋2-11-5,ＪＲ池袋駅東口 徒歩10分,串揚げ,平均予算：-,,,,,,
「Season Dining」 by BaneBAGUS 赤坂見附,https://r.gnavi.co.jp/k9tyx5w60000/,東京都港区赤坂3-10-4,地下鉄銀座線赤坂見附駅10番出口 徒歩1分,バーベキュー,平均予算：-,,,,,,
Aid la mer,https://r.gnavi.co.jp/n2ud6hb00000/,宮城県仙台市泉区住吉台西3-19-2,,カフェ,平均予算：-,,,,,,
ワイガヤ 新宿十二社通り店,https://r.gnavi.co.jp/aerm7vj60000/,東京都新宿区西新宿6-20-12,都営大江戸線西新宿五丁目駅 徒歩7分,貸切スペース,平均予算：-,,,,,,
カスタネット,https://r.gnavi.co.jp/gasxmke40000/,東京都目黒区自由が丘2-9-23,東急東横線自由が丘駅北口 徒歩3分,イタリアン,平均予算：-,,,,,,
鮮場 しゃも次郎,https://r.gnavi.co.jp/fa9jbza60000/,北海道札幌市中央区南1条西7-7,札幌市営地下鉄大通駅1番出口 徒歩5分,居酒屋,平均予算：-,,,,,,
Free Style Space G 本厚木駅前店,https://r.gnavi.co.jp/rgvmybmm0000/,神奈川県厚木市中町4-16-7,小田急小田原線本厚木駅 徒歩4分,居酒屋,"平均予算：3,000円",,,,,,
Cafe＆Dining ItaRu,https://r.gnavi.co.jp/40ne3z8a0000/,大阪府大阪市淀川区新高3-7-14,阪急宝塚線三国駅 徒歩5分,イタリアン,"平均予算：3,000円",,,,,,
炭火焼アジアン酒場 アローイ兄弟,https://r.gnavi.co.jp/p0wt3k120000/,東京都渋谷区千駄ヶ谷5-20-18,ＪＲ代々木駅 徒歩3分,焼き鳥,平均予算：-,,,,,,
Terrace Dining TANGO,https://r.gnavi.co.jp/emypv9rm0000/,東京都港区芝公園3-5-4,都営大江戸線赤羽橋駅赤羽橋口 徒歩5分,イタリアン,平均予算：-,,,,,,
KIKI nankuru life,https://r.gnavi.co.jp/k0dm7r7a0000/,大阪府茨木市西中条町5-20-1,JR東海道本線（米原-神戸）茨木〔JR〕駅東口 徒歩5分,沖縄料理,"平均予算：1,000円",,,,,,
シュラスコ＆肉バル食べ放題 Sake No Mori 川崎店,https://r.gnavi.co.jp/s19t7mtf0000/,神奈川県川崎市川崎区砂子2-3-19,ＪＲ川崎駅中央東口 徒歩1分,居酒屋,平均予算：-,,,,,,
個室 Nick＆Noojoo 新橋本店,https://r.gnavi.co.jp/kmx0pcnm0000/?sc_dsp=rs_15803&sc_type=area&sc_area=jp,東京都港区新橋3-13-4,ＪＲ新橋駅 徒歩2分,バル居酒屋個室食べ放題,"平均予算：4,000円",,,,,,
居酒屋 三平,https://r.gnavi.co.jp/a323000/?sc_dsp=rs_12182&sc_type=area&sc_area=jp,東京都港区港南2-6-10,ＪＲ品川駅港南口 徒歩1分,美酒が揃う老舗居酒屋,"平均予算：3,000円",,,,,,
テラスのある個室イタリアン BORNE 渋谷店,https://r.gnavi.co.jp/gay3100/?sc_dsp=rs_12773&sc_type=area&sc_area=jp,東京都渋谷区円山町5-4,ＪＲ渋谷駅ハチ公口 徒歩7分,ペット入店可イタリアン,"平均予算：3,000円",店内テラス,,,,,
日進月歩,https://r.gnavi.co.jp/bg2tk5a00000/,愛知県名古屋市東区矢田1-3-9,ＪＲ大曽根駅 徒歩1分,居酒屋,平均予算：-,,,,,,
Ho‐bar ほおばる,https://r.gnavi.co.jp/ad801s0c0000/,東京都品川区東大井5-11-1,ＪＲ京浜東北線大井町駅 徒歩4分,バル,平均予算：-,,,,,,
隠れ家イタリアン Trattoria Antiquato（アンティクァート）,https://r.gnavi.co.jp/at9hpgjj0000/,東京都港区東麻布2-22-4,都営大江戸線麻布十番駅 徒歩6分,イタリアン,平均予算：-,,,,,,
個室居酒屋 馬に魚に 赤坂見附店,https://r.gnavi.co.jp/gagv601/?sc_dsp=rs_15801&sc_type=area&sc_area=jp,東京都港区赤坂3-8-1,地下鉄丸ノ内線赤坂見附駅 徒歩1分,赤坂見附京町個室居酒屋,"平均予算：4,000円",,,,,,
鉄板焼バル cam （カム）,https://r.gnavi.co.jp/eyz6u5xf0000/,東京都渋谷区恵比寿南1-23-8,JR埼京線恵比寿（東京都）駅東口 徒歩5分,バル,平均予算：-,,,,,,
蓮華‐Renge‐,https://r.gnavi.co.jp/ffy15xx90000/,大阪府大阪市西区江戸堀1-16-26,地下鉄四つ橋線肥後橋駅 徒歩2分,ダイニングバー,平均予算：-,,,,,,
トラットリア・アグレステ,https://r.gnavi.co.jp/cpug4emb0000/,茨城県石岡市鹿の子4-1999-1,ＪＲ常磐線石岡駅 車10分,イタリアン,平均予算：-,,,,,,
和食食べ放題の個室居酒屋 縁屋 渋谷本店,https://r.gnavi.co.jp/gv12xk5u0000/,東京都渋谷区道玄坂2-29-18,ＪＲ渋谷駅ハチ公口 徒歩1分,居酒屋,平均予算：-,,,,,,
沖縄居酒家 すん。,https://r.gnavi.co.jp/r3cxzkyr0000/,沖縄県那覇市牧志3-1-39,ゆいレール美栄橋駅 徒歩10分,沖縄料理,"平均予算：2,500円",,,,,,
vineria PINCO PALLINO TOKYO,https://r.gnavi.co.jp/4h2fcgh70000/,東京都台東区浅草7-1-6,地下鉄銀座線浅草駅 徒歩6分,イタリアン,平均予算：-,,,,,,
Sports＆music 居酒屋 すらんぷ,https://r.gnavi.co.jp/8hg9hh940000/,千葉県柏市明原1-1-5,ＪＲ常磐線柏駅 徒歩5分,居酒屋,平均予算：-,,,,,,
アロハテーブル コレットマーレみなとみらい,https://r.gnavi.co.jp/srm8t69h0000/,神奈川県横浜市中区桜木町1-1-7,ＪＲ根岸線桜木町駅 徒歩1分,ハワイアン料理,平均予算：-,,,,,,
リトローボ,https://r.gnavi.co.jp/c4c34p880000/,東京都中央区日本橋人形町1-13-9,地下鉄半蔵門線水天宮前駅8番出口 徒歩1分,イタリアン,"平均予算：3,000円",,,,,,
生つくね元屋 松戸店,https://r.gnavi.co.jp/2k9mdwtd0000/,千葉県松戸市松戸1230-1-4,ＪＲ常磐線松戸駅 徒歩1分,焼き鳥,平均予算：-,,,,,,
カフェ ヴォアジンヌ,https://r.gnavi.co.jp/3ztpgwss0000/,埼玉県さいたま市北区日進町3-555,ＪＲ高崎線宮原駅西口 徒歩7分,カフェ,平均予算：-,,,,,,
熊祥,https://r.gnavi.co.jp/n31w5g820000/,東京都国分寺市西元町2-17-11,JR中央本線（東京-塩尻）西国分寺駅南口 徒歩9分,ラーメン,平均予算：-,,,,,,
サザンダイニング 用賀店,https://r.gnavi.co.jp/7v5kgaee0000/,東京都世田谷区用賀4-4-8,東急田園都市線用賀駅 徒歩1分,イタリアン,"平均予算：3,000円",,,,,,
Fukumi Cafe Palmier,https://r.gnavi.co.jp/gan0x5du0000/,千葉県いすみ市深堀1401-1,いすみ鉄道西大原駅 徒歩19分,カフェ,平均予算：-,,,,,,
BARREL,https://r.gnavi.co.jp/bkjjhjja0000/,大阪府大阪市中央区北浜4-7-28,京阪本線淀屋橋駅 徒歩3分,ダイニングバー,平均予算：-,,,,,,
FlamingoCafe GLASSAREA 青山,https://r.gnavi.co.jp/53mfs7800000/,東京都港区南青山5-4-41,地下鉄表参道駅B3番出口 徒歩5分,ビアガーデン,平均予算：-,,,,,,
エミリーフローゲ 本店,https://r.gnavi.co.jp/rxn3x9jh0000/,東京都立川市曙町2-5-1,ＪＲ中央線立川駅北口 徒歩2分,カフェ,平均予算：-,,,,,,
モリノテラス,https://r.gnavi.co.jp/4fnk8ytu0000/?sc_dsp=rs_15123&sc_type=area&sc_area=jp,兵庫県淡路市楠本2425-2,神戸淡路鳴門自動車道淡路I.C. 車5分,森の隠れ家レストラン,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,モリノテラスのお席は「屋内席」と「テラス席」の2種類。テラス席からは緑豊かな大芝生の公園を一望することができます！屋根を完備していますので、天候に左右されずゆっくりお食事を楽しめます。テラス席ではわんちゃんと一緒にお食事ができますので、是非わんちゃんと一緒にランチにお越しください♪
横浜中華街 彩り五色小籠包専門店 龍海飯店,https://r.gnavi.co.jp/7zvf6te70000/?sc_dsp=rs_12920&sc_type=area&sc_area=jp,神奈川県横浜市中区山下町146-2,ＪＲ根岸線石川町駅 徒歩5分,食べ飲み放題品質NO１,"平均予算：1,880円",店内,,,,,
個室 デザインフードマーケット 名古屋駅前店,https://r.gnavi.co.jp/baj96zsc0000/?sc_dsp=rs_15804&sc_type=area&sc_area=jp,愛知県名古屋市中村区名駅2-36-8,地下鉄東山線名古屋駅 徒歩2分,バル居酒屋宴会完全個室,"平均予算：4,000円",,,,,,
Obica Mozzarella Bar， 東京ミッドタウン店,https://r.gnavi.co.jp/8ksyfwmu0000/,東京都港区赤坂9-7-2,都営大江戸線（環状部）六本木駅7番口 徒歩1分,イタリアン,"平均予算：2,500円",,,,,,
焼き豆腐と飛騨高山料理 ござるさ,https://r.gnavi.co.jp/pku1crws0000/,岐阜県岐阜市住田町2-18,ＪＲ岐阜駅 徒歩3分,居酒屋,平均予算：-,,,,,,
Ma‐Blue Garden House,https://r.gnavi.co.jp/4k28tsbc0000/,沖縄県国頭郡本部町新里247-1,沖縄自動車道許田I.C. 車50分,カフェ,"平均予算：1,000円",,,,,,
ASTERISK 1103,https://r.gnavi.co.jp/gawn400/?sc_dsp=rs_15529&sc_type=area&sc_area=jp,東京都渋谷区渋谷1-10-3,ＪＲ渋谷駅宮益坂口 徒歩4分,テラスパーティ＆ワイン,"平均予算：3,500円",テラス,,,,,
ピッツェリア メリプリンチペッサ 豊洲店,https://r.gnavi.co.jp/76cghkjf0000/,東京都江東区豊洲3-6-8,地下鉄有楽町線豊洲駅1c出口 徒歩6分,ビアガーデン,平均予算：-,,,,,,
cafe’ 非醉,https://r.gnavi.co.jp/538mb9f10000/,大阪府大阪市北区梅田1-1-3,ＪＲ大阪駅 徒歩4分,カフェ,平均予算：600円,,,,,,
エルヴェッタ,https://r.gnavi.co.jp/85365zj70000/,東京都町田市森野1-33-18,小田急線町田駅北口 徒歩3分,イタリアン,平均予算：-,,,,,,
亀,https://r.gnavi.co.jp/gdzg8wjw0000/,東京都江東区富岡1-5-6,東京メトロ東西線門前仲町駅2番口 徒歩1分,バル,平均予算：-,,,,,,
DOWNSTAIRS COFFEE,https://r.gnavi.co.jp/rndeb8c00000/,東京都港区六本木7-3-10,東京メトロ千代田線乃木坂駅3番口 徒歩2分,カフェ,平均予算：-,,,,,,
虎ノ門ヒルズカフェ,https://r.gnavi.co.jp/4yy8em1h0000/,東京都港区虎ノ門1-23-3,地下鉄銀座線虎ノ門駅1番出口 徒歩5分,カフェ,"平均予算：2,000円",,,,,,
中津からあげ専門店 鶏笑 東大宮店,https://r.gnavi.co.jp/cpsgshnx0000/,埼玉県さいたま市見沼区東大宮4-64-11,JR宇都宮線・JR上野東京ライン東大宮駅西口 徒歩5分,鶏料理,平均予算：-,,,,,,
GARB WeeKs,https://r.gnavi.co.jp/2d8hafj70000/,大阪府大阪市北区中之島1-1-29,京阪中之島線なにわ橋駅 徒歩1分,イタリアン,平均予算：-,,,,,,
天満プランタン,https://r.gnavi.co.jp/5f80r8gt0000/,大阪府大阪市北区天神橋4-4-1,ＪＲ大阪環状線天満駅出口1 徒歩1分,喫茶店,平均予算：450円,,,,,,
Nouveau Sens（ヌーヴォサンス）,https://r.gnavi.co.jp/rmnbrrd70000/,静岡県沼津市大岡日吉1706-2,ＪＲ東海道本線沼津駅 車5分,フレンチ,平均予算：-,,,,,,
