name, area_list, description, url, category, tags_list, address, access, business_hours, regular_holidays, tarif, phone_no, if_reservation_needed
みづきブルーベリー 武藤農園,'北陸'  '石川県',摘み立てのブルーベリーが食べ放題！,https://www.walkerplus.com/spot/ar0517s59075/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    石川県鳳珠郡能登町福光[地図],    【車】のと里山海道能登空港ICから約45分,    9:00～16:00,    旧盆まで無休、その後は月・火・木・金曜は休園,入園料 大人(持ち帰り2パック付き) 1000円 小学生(持ち帰り1パック付き) 500円 幼児無料(要保護者同伴), 0768-72-0481,
淡路島牧場,'関西'  '兵庫県',入場無料の牧場で酪農体験ができる,https://www.walkerplus.com/spot/ar0728s07621/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    兵庫県南あわじ市八木養宜上1[地図],    【車】神戸淡路鳴門自動車道西淡三原ICから約15分または洲本ICから約20分,    9:00～17:00,    木曜不定休    臨時休業あり,入場無料。, 0799-42-2066,
池田牧場 遊牧民,'中国'  '広島県',牧場で牛の乳搾りや哺乳を体験,https://www.walkerplus.com/spot/ar0834s12786/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    広島県府中市上下町井永634-1[地図],    【電車】JR上下駅から車で5分 【車】尾道自動車道世羅ICから約15分。山陽自動車道福山東ICまたは中国自動車道庄原ICから約60分,    一般公開 4月下旬～10月の土・日・祝11:30～16:00,    一般公開日以外。臨時休業あり    公式ホームページ要確認,入場無料。, 0847-62-4369,
屋島獅子の霊巌,'四国'  '香川県',獅子の巌がある展望スポット,https://www.walkerplus.com/spot/ar0937s196845/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    香川県高松市屋島山上[地図],    【車】屋島スカイウェイ出口より徒歩約５分,    6:30〜22:00 ※駐車場利用可能時間,    なし,入場無料。, 087-841-9443,
天橋立ビューランド,'関西'  '京都府'  '天橋立駅(京都府)',モノレールかリフト利用で行く展望遊園地,https://www.walkerplus.com/spot/ar0726s14605/    ,遊ぶ,'遊園地・レジャー施設'  '子供と'  '恋人と・夫婦で'  '友達と',    京都府宮津市字文珠437[地図],    【電車】京都丹後鉄道天橋立駅から徒歩5分 【車】京都縦貫自動車道与謝天橋立ICから約10分,    2月21日～7月20日・8月21日～10月20日 9:00～17:00／7月21日～8月20日 8:30～18:00／10月21日～2月20日 9:00～16:30    ※すべて通年,    なし,有料。 往復乗車料金(入園料含む) 大人(中学生以上)850円、 小人(小学生)450円。 大人1人につき、乳幼児1人無料、乳幼児2人目から小人料金, 0772-22-1000 (代表),
高千穂峡淡水魚水族館,'九州'  '宮崎県',高千穂の清らかな湧水を利用した水族館,https://www.walkerplus.com/spot/ar1045s16405/    ,遊ぶ,'水族館・アクアリウム'  '子供と'  '恋人と・夫婦で'  '友達と',    宮崎県西臼杵郡高千穂町御塩井(高千穂峡内)[地図],    【電車】JR延岡駅から宮崎交通バス高千穂バスセンター行きに乗り約80分 終点下車しタクシーに乗り約5分 【車】北方延岡道路北方ICから約45分,    9:00～16:00,    第2・第4水曜日    12月31日・1月1日休館,有料。 入場料 大人(高校生以上)300円、 小・中学生200円、3歳以上小学生未満100円、2歳以下無料。20名以上で団体割引あり, 0982-72-2269,
北海道ライオンアドベンチャー,'北海道'  '北海道'  'ニセコ駅(北海道)',アウトドア派も大満足の多彩なアクティビティ,https://www.walkerplus.com/spot/ar0101s14411/    ,遊ぶ,'レジャー・リゾート施設'  'テーマパーク・アミューズメントパーク'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道虻田郡ニセコ町字中央通60-4[地図],    【電車】JRニセコ駅から徒歩5分 【車】札樽道余市ICから約65分 ※ニセコベースまでの所要時間,    夏季(4月～10月) 8:00～20:00、冬季(11月～3月) 9:00～17:00,    なし,有料。 プログラムにより異なる, 0136-43-2882,要予約 各体験前日までの要予約、当日は空きがあれば可
船越農園,'九州'  '福岡県',樹齢50年の絶品富有柿が評判,https://www.walkerplus.com/spot/ar1040s59557/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    福岡県うきは市吉井町鷹取1552-10[地図],    【車】大分自動車道朝倉ICから約40分,    9:00～17:00,    シーズン中無休,入場無料。 入園無料、摘み取り量り売り制。1kg500円～(季節により変動あり), 0943-75-2298,
達布山展望台,'北海道'  '北海道',明治の北海道開拓時代から知られた展望地,https://www.walkerplus.com/spot/ar0101s71814/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道三笠市いちきしり776-1[地図],    電車】JR岩見沢駅より中央バス幾春別行きに乗り大里口バス停下車徒歩30分 【車】道央自動車道三笠ICから約15分,    終日開放,    期間内なし,入場無料。, 01267-2-3591 三笠市教育委員会社会教育課 生涯教育係,
鳥海高原花立牧場公園,'東北'  '秋田県',鳥海山の麓に広がる大自然を満喫,https://www.walkerplus.com/spot/ar0205s07607/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    秋田県由利本荘市矢島町城内字花立96[地図],    【電車】由利高原鉄道矢島駅からタクシーで約20分。乗合タクシーあり 【車】日本海東北自動車道本荘ICから約45分。湯沢横手道路雄勝こまちICから約70分,    9:00～17:30    施設により異なる,    なし,入場無料。 施設により利用料あり, 0184-56-2408,
旅名観光農園フルーツ村,'関東'  '千葉県',オートキャンプやサバイバルゲームが楽しめる観光農園,https://www.walkerplus.com/spot/ar0312s59445/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    千葉県君津市旅名409[地図],    【電車】JR木更津駅よりバスで50分 【車】館山道君津ICから30分,    平日 10:00～16:00    土日祝 09:00～17:00,    不定休,●キウイ狩り 大人(10歳以上) 800円 子供(3歳以上9歳以下) 400円 2歳以下無料 ●梨狩り、栗狩り 大人(10歳以上) 1000円 子供(3歳以上9歳以下) 500円 2歳以下無料 ●入園料 大人(10歳以上) 300円 子供(3歳以上9歳以下) 150円 2歳以下無料 サツマイモ狩り　1株200円, 0439-38-2747,要予約 団体(20名以上は要予約)
白根大郷梨中村観光果樹園,'甲信越'  '新潟県',全国でも希少な洋梨狩りが楽しめる果樹園,https://www.walkerplus.com/spot/ar0415s59076/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    新潟県新潟市南区大郷1736-1[地図],    【電車】JR新津駅からタクシーで約15分 【車】北陸自動車道新潟西ICから約30分,    8:00～17:00,    なし,梨食べ放題 大人 500円 子供(5歳以上～小学生まで) 400円 入園料は無料, 025-362-5706,要予約 団体のみ要予約
伊豆スカイライン 西丹那駐車場,'東海'  '静岡県',伊豆スカイラインから富士山を眺めるベストスポット,https://www.walkerplus.com/spot/ar0622s152141/    ,遊ぶ,'展望台・タワー'  '恋人と・夫婦で'  '友達と',    静岡県田方郡函南町畑1-28[地図],    【電車】JR熱海駅より車で約30分またはJR三島駅より車で約45分 【車】小田原厚木道路小田原西IC・東名高速道路沼津IC・新東名高速道路長泉ICから約40分,    6:00～22:00,,通行料金 普通車(全線)1000円, 0558-79-0211 伊豆スカイライン,
エル・パティオ牧場,'九州'  '熊本県',阿蘇五岳を望む大草原の中で乗馬を満喫,https://www.walkerplus.com/spot/ar1043s07588/    ,遊ぶ,'牧場・乗馬施設'  'グルメ・飲食店'  '子供と'  '恋人と・夫婦で'  '友達と',    熊本県阿蘇市一の宮町三野2305-1[地図],    【電車】JR宮地駅からタクシーで約15分 【車】九州自動車道熊本ICまたは大分自動車道日田ICから約75分,    9:00～17:00 最終受付16:30。レストラン10:00～16:00,    なし,入場無料。 料金の詳細は公式サイトを確認。クレジットカードはVISA、Mastercard利用可, 0967-22-3861,
木曽馬の里･乗馬センター,'甲信越'  '長野県',生きた日本の文化財、木曽馬と触れ合う,https://www.walkerplus.com/spot/ar0420s07595/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県木曽郡木曽町開田高原末川5596-1[地図],    【電車】JR木曽福島駅からおんたけ交通バスで木曽馬の里入り口下車木曽馬の里入り口下車、徒歩5～15分 【車】中央自動車道中津川ICから約90分または伊那ICから約50分。長野自動車道塩尻ICから約70分,    8:30～16:30,    なし,入場無料。 引き馬乗馬 ショートコース600円、ロングコース1100円。馬場内一人乗り15分2200円。場内トレッキング20分4400円, 0264-42-3085 8:30～16:30 (夏季および土･日などの乗馬時間は電話に出られない場合あり),
ないぜしぜん村,'東海'  '三重県',ミカン狩りを楽しんだ後は南伊勢の特産品を購入！,https://www.walkerplus.com/spot/ar0624s59923/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    三重県度会郡南伊勢町内瀬1537-8[地図],    【電車】近鉄宇治山田駅から五ヶ所行きバスで約40分 【車】伊勢自動車道玉城ICから約30分,    10:00～18:00,    木曜    ミカン狩り期間中(10月下旬～12月下旬)は無休,, 0599-67-8100,
かしもと農園,'中国'  '広島県',40数年栽培を続ける歴史ある農園,https://www.walkerplus.com/spot/ar0834s59090/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    広島県安芸高田市甲田町下小原1304[地図],    【電車】JR広島駅から車で約70分 【車】中国自動車道高田ICから約20分,    9:30～16:00    最終受付15:00,    なし,入園料(食べ放題付き) 大人(中学生以上) 1000円 小学生 800円 園児(3歳以上～小学生未満) 500円, 0826-45-3356,要予約 平日は要予約
十万山公園,'九州'  '熊本県',有明の海を一望できる公園,https://www.walkerplus.com/spot/ar1043s44705/    ,遊ぶ,'公園'  '展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と', 十万山公園展望台 〒863-0043 熊本県天草市亀場町亀川 熊本県天草市本渡町本渡1414-1[地図],    【電車】JR熊本駅から九州産交バス天草行きに乗り約140分、本渡バスセンター下車、タクシーで約10分,    終日開放,    なし,入場無料。, 0969-23-1111 天草市役所 都市計画課,
福田果樹園,'東北'  '宮城県',蔵王町特産の梨を生産・直売する果樹園,https://www.walkerplus.com/spot/ar0204s58721/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    宮城県刈田郡蔵王町大字円田字弁天27[地図],    【車】東北自動車道白石ICから約30分,    9:00～18:00,    なし,, 0224-33-3378,
やまだい農園,'甲信越'  '長野県',安全性と味にこだわった明治時代から続くリンゴ園,https://www.walkerplus.com/spot/ar0420s59089/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県長野市赤沼2030-1[地図],    【電車】JR豊野駅から徒歩10分 【車】上信越自動車道須坂長野東ICから約20分,    8:30 ～日没,    月曜〜金曜    平日は予約がある場合のみ営業,入園料 無料, 026-251-3388,月曜〜金曜    平日は予約がある場合のみ営業
南農園,'中国'  '岡山県',瀬戸内海に浮かぶ鹿久居島の観光農園,https://www.walkerplus.com/spot/ar0833s59072/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    岡山県備前市日生町日生[地図],    【電車】JR日生駅から徒歩15分の日生港からみかん狩り送迎便で約15分 【車】山陽自動車道赤穂ICから国道250号線経由で約15分、日生港からみかん狩り送迎便で約15分,    受付時間 08:00～17:00    (日・祝)ミカン狩り専用の船 9:00 ～14:20頃,    営業期間中は無休,ミカン狩り(時間無制限食べ放題) 中学生以上(お土産3kg付き) 1500円 小学生(お土産2kg付き) 1000円 4歳～未就学児(おまけ袋付き) 500円 乗船料(往復) 中学生以上 1000円 小学生 600円 4歳～未就学児 400円 ミカン狩りの際は要乗船, 0869-72-0506 大生汽船株式会社(予約),0869-72-0506 大生汽船株式会社(予約)
三興園,'中国'  '山口県',自然の味にこだわる創業50年を超える観光農園,https://www.walkerplus.com/spot/ar0835s59451/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山口県山口市阿東生雲中[地図],    【電車】JR三谷駅から東萩駅行きバスに乗り生雲中央下車徒歩5分 【車】国道9号線から三谷交差点を萩方面へ6km,    08:00～17:00,    なし    営業期間中は無休,, 083-954-0726 三興園,要予約 20名以上の団体のみ電話にて要予約
四季彩農園,'四国'  '愛媛県',栽培方法にこだわり美味しい野菜や果実を育てる農園,https://www.walkerplus.com/spot/ar0938s60702/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    愛媛県西条市丹原町高松2008[地図],    【電車】JR壬生川駅から車で約15分 【車】今治小松自動車道東予丹原ICから約10分,    10:00～16:00    ※最終入場15:00,    月曜    味覚狩り期間中は要問い合わせ,入園料 大人(中学生以上) 1200円 子供(小学生) 1000円 幼児(3歳以上) 600円, 0898-68-7936 9:00～18:00,
土佐の高知のくだもの畑,'四国'  '高知県',東京ドーム6個分の敷地を誇るミカン専門農場,https://www.walkerplus.com/spot/ar0939s60701/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',  〒781-5453 高知県香南市香我美町山北松ケ畝４１２０−２,    【電車】土佐くろしお鉄道のいち駅から車で15分 【車】高知自動車道南国ICから30分,    9:00～17:00,    味覚狩り期間中はなし,入園料 中学生以上 500円 小学生 400円 保育園・幼稚園児(2歳以上) 200円 2歳未満 無料円 ※30名以上の団体は1割引き, 0887-55-4332,要予約 30名以上は要予約
湯ノ岳パノラマライン展望台,'東北'  '福島県',山も海も美しいいわき市の人気ビュースポット,https://www.walkerplus.com/spot/ar0207s78787/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    福島県いわき市常磐藤原町[地図],    【電車】JR湯本駅からタクシーで約20分 【車】常磐自動車道いわき湯本ICから約10分,    入場自由,,入場無料。, 0246-22-7518,
城ヶ崎オレンジ村,'東海'  '静岡県'  '城ヶ崎海岸駅(静岡県)',ミカン園で日帰りバーベキューも楽しめる,https://www.walkerplus.com/spot/ar0622s58978/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    静岡県伊東市富戸907-36[地図],    【電車】伊豆急行城ヶ崎海岸駅から徒歩15分 【車】国道135号から伊豆海洋公園に向かって約1.5km,    9:00～16:00(最終入場16:00)    時期や天候により変動あり,    不定休    雨天休み,有料。 入場料金:大人600円、子供500円, 0557-51-7800 受付時間8:30〜21:30,
修善寺しいたけの里,'東海'  '静岡県',自然の原木を使って栽培された絶品シイタケ！,https://www.walkerplus.com/spot/ar0622s59356/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    静岡県伊豆市年川785-1[地図],    【電車】伊豆箱根鉄道修善寺駅から東海バスで年川下車、徒歩10分 【車】東名高速沼津ICから国道136号線経由で約60分,    9:30～15:00,    水曜,しいたけ狩り(300g) 一律 1080円 しいたけバーベキューセット(1人前) 1620円, 0558-72-8484,要予約 団体要予約
果樹の森 よこせ梨園,'関西'  '滋賀県',有機肥料と微生物で育てたこだわりの果物が楽しめる,https://www.walkerplus.com/spot/ar0725s58902/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    滋賀県東近江市石谷町1278－2[地図],    【電車】近江鉄道八日市駅より近江バスに乗り今代バス停下車徒歩1分 【車】名神高速道路八日市ICから国道421号に入り、よこせ梨園の看板がある交差点を右折,    10:00～17:00,    期間中はなし,, 0748-27-1184 10:00～17:00(シーズン中、電話がつながらない場合は17:00以降),
世羅向井農園,'中国'  '広島県',こだわりの農法で安心・安全の果物を提供！,https://www.walkerplus.com/spot/ar0834s59273/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    広島県世羅郡世羅町安田417-6[地図],    【車】尾道自動車道世羅ICから約15分,    8:00～17:00,    日曜    ※味覚狩り期間中は無休,, 0847-22-3275,要予約 団体(20名以上)は要予約
優峰園フルーツランド,'九州'  '熊本県',農園直送の食材を使った料理も味わえる！,https://www.walkerplus.com/spot/ar1043s59672/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    熊本県熊本市西区河内町岳1144 &#8206;[地図],    【車】九州自動車道熊本ICから約50分または植木ICから約60分または菊水ICから約50分,    9:00～17:00,    年末年始,梨・ブドウ狩入園料 中学生以上 1000円 小学生 600円 3歳以上 400円 ミカン・柿狩入園料 中学生以上 500円 小学生 400円 3歳以上 300円, 096-277-2518,
西村農園フルーツ村,'九州'  '熊本県',山の中腹で味覚狩りが楽しめる観光農園！,https://www.walkerplus.com/spot/ar1043s59277/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    熊本市西区河内町川床1588[地図],    【車】九州自動車道菊水ICから約60分、九州自動車道熊本ICから約45分,    10:00～17:00    最終入園16:00,    雨天時,ミカン狩り入園料 大人 400円 小人 300円 幼児 200円 その他の味覚狩りは入園料無料。採取した果物は時価販売, 096-277-2516,要予約 団体の場合要予約
幌見峠展望駐車場,'北海道'  '北海道',夏にはラベンダーの花が咲き香る札幌市街一望の峠,https://www.walkerplus.com/spot/ar0101s72731/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道札幌市中央区盤渓471-110[地図],    【電車】地下鉄東西線円山公園駅からタクシーで約10分 【車】道央自動車道札幌ICから約45分,    昼の部 3:00～17:00、夜の部17:00～3:00    24時間営業,    期間中なし,駐車料金 昼の部500円、夜の部800円, 011-622-5167 幌見峠展望駐車場,
ほりぐち果樹園,'北海道'  '北海道',フルーツの甘い香り漂う自然に囲まれた園,https://www.walkerplus.com/spot/ar0101s38144/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道有珠郡壮瞥町滝之町353[地図],    【電車】JR長和駅から車で約15分 【車】道央自動車道伊達ICから約15分,    8:30～17:00,    シーズン中は無休,, 0142-66-2014,
茶臼館(ちゃうすだて)展望台【改修工事中】,'東北'  '青森県'  '大鰐温泉駅(青森県)'  '大鰐駅(青森県)',ツツジで有名な茶臼山公園の山頂にあるビュースポット,https://www.walkerplus.com/spot/ar0202s72033/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    青森県南津軽郡大鰐町大字大鰐茶臼館[地図],    【電車】JR大鰐温泉駅から徒歩20分 【車】東北自動車道大鰐弘前ICから約12分,    終日開放,    期間内なし,入場無料。, 0172-55-6561 大鰐町 企画観光課,
がぶりガーデン,'東北'  '福島県'  '会津本郷駅(福島県)',7種の味覚狩りと3種の菓子作りが体験できる観光農園,https://www.walkerplus.com/spot/ar0207s58843/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    福島県会津若松市北会津町上米塚1251[地図],    【電車】JR会津本郷駅から徒歩15分 【車】磐越自動車道会津若松ICから約15分,    9:00～16:00,    シーズン中はなし,ブドウ狩り 10歳以上 840円 2～9歳 630円 プルーン狩り 10歳以上 525円 2～9歳 315円 リンゴ狩り 10歳以上 375円 2～9歳 265円, 0242-56-3188,要予約 電話受付※園地の場所説明などのため。菓子作り体験は要予約
吾一農園,'関西'  '滋賀県'  '米原駅(滋賀県)',16品種のブルーベリーに絶品かき氷も！,https://www.walkerplus.com/spot/ar0725s58558/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    滋賀県米原市中多良316[地図],    【電車】JR米原駅西口からタクシーで3分 【車】名神高速道路・北陸自動車道米原ICから10分,    10:00～17:00,    月曜日,食べ放題 大人(13歳以上) 1000円 子供 800円 時間無制限、3歳以下無料, 090-5241-3373 問い合せおよび予約,090-5241-3373 問い合せおよび予約
嵐山-高雄パークウエイ,'関西'  '京都府',京都洛西の四季折々の景色を縫って走る有料道路,https://www.walkerplus.com/spot/ar0726s73384/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    京都府京都市右京区梅ヶ畑檜社町11[地図],    【車】名神高速道路京都南ICから約40分または名神高速道路大山崎ICから約45分,    4月～10月 8:00～19:00、11月 8:00～20:00、12月～3月 9:00～18:00    (入場は終了時間の1時間前まで),    なし,通行料金 軽･普通自動車1200円、二輪車(125cc以下は通行不可)850円, 075-871-1221,
観光農園スカイファーム,'中国'  '島根県',時間制限なしでゆっくりと梨狩りを楽しめる,https://www.walkerplus.com/spot/ar0832s58865/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    島根県益田市遠田町1261-3[地図],    【電車】JR益田駅よりタクシーで約10分 【車】浜田自動車道浜田ICから約40分,    8:30～17:00    最終入園16:30,    水曜,梨狩り 大人(中学生以上) 600円 子供(4歳以上) 400円 3歳以下無料 ブドウ狩り 大人(中学生以上) 800円 子供(4歳以上) 400円 3歳以下無料, 0856-22-7777,
大倉山展望台,'北海道'  '北海道',札幌の街並みを望む,https://www.walkerplus.com/spot/ar0101s76203/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道札幌市中央区宮の森1274[地図],    【電車】地下鉄東西線円山公園駅下車後、2番出口から円山バスターミナルJRバス円14荒井山線に乗り、札幌聖心女子学院下車徒歩10分 【車】札幌市中心部から約20分,    リフト 夏期(2021年5月1日～10月31日)9:00～18:00、冬期(2021年4月1日～30日、2021年11月1日～2022年3月31日)9:00〜17:00,    ジャンプ大会、公式練習開催時、リフト整備期間は休み※要問合せ,リフト料金往復 大人1000円、小学生以下500円 ※団体割引、高齢者割引、札幌市民割引あり。詳しくは公式サイト参照, 011-641-8585 大倉山総合案内,
ファーム富田,'北海道'  '北海道'  'ラベンダー畑駅(北海道)',丘一面を埋め尽くす日本最大級のラベンダー畑は必見,https://www.walkerplus.com/spot/ar0101s210043/    ,遊ぶ,'観光農園'  '絶景・景勝地'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道空知郡中富良野町基線北15号[地図],    【電車】JRラベンダー畑駅から徒歩7分(季節臨時)、中富良野駅から徒歩25分【車】道東自動車道占冠ICから約70分、道央自動車道三笠ICから約90分,    9:00〜17:00    時季・施設により異なる,    期間中無休    冬季休園の場合あり,入場無料。, 0167-39-3939 (代),
たきぐち果樹園,'東北'  '山形県',エコファーマー認定の果樹園で味覚狩り！,https://www.walkerplus.com/spot/ar0206s58727/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山形県東根市野川2459[地図],    【電車】JRさくらんぼ東根駅から車で約10分 【車】山形自動車道東根ICから約25分,    サクランボ狩り(6月中旬～7月上旬) 8:00～17:00    桃狩り(8月中旬～9月上旬) 8:00～17:00,    営業期間中はなし,サクランボ狩り 小学生以上 1500円 幼児(3歳以上) 1000円 桃狩り 小学生以上 800円 幼児(3歳以上) 600円 リンゴ狩り 小学生以上 600円 幼児(3歳以上) 400円, 0237-44-1957 受付は9:00～20:00,要予約 桃、リンゴ狩りは来園の前日までに要予約。サクランボ狩りは平日のみ要予約
小野洋蘭果樹園,'甲信越'  '山梨県',明治時代から果物の栽培を続ける伝統ある果樹園,https://www.walkerplus.com/spot/ar0419s58835/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山梨県南アルプス市西野1202[地図],    【電車】JR中央線甲府駅から山梨交通バスで上今諏訪下車、徒歩10分 【車】中部横断自動車道白根ICから約5分,    9:00～16:00    最終受付15:00,    期間中は無休,, 055-282-6267,要予約 電話または公式サイトから要予約
土田園,'甲信越'  '長野県',ピクニック気分で、時間を気にせずゆっくり楽しめる農園,https://www.walkerplus.com/spot/ar0420s58915/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県塩尻市宗賀1299-156[地図],    【電車】JR塩尻駅から徒歩20分 【車】長野自動車道塩尻ICから木曽方面へ約5分、長野自動車道塩尻北ICから約15分,    8:00～日没,    期間中は無休,リンゴ狩り 大人 500円 小学生 500円 幼児(3歳以上) 300円 ブドウ狩り 大人 600円 小学生 600円 幼児(3歳以上) 300円 温室ブドウ狩り 大人 1000円 小学生 900円 幼児(3歳以上) 600円 ブドウ狩り(巨峰) 大人 1200円 小学生 1000円 幼児(3歳以上) 700円 温室ブドウ狩り(巨峰) 大人 1500円 小学生 1200円 幼児(3歳以上) 900円, 0263-52-1923,要予約 団体の場合、要予約
信州いくさか小松農園,'甲信越'  '長野県',栽培法にこだわり丹精込めて育てたブドウが味わえる,https://www.walkerplus.com/spot/ar0420s59925/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',  〒399-7200 長野県東筑摩郡生坂村5204番地1,    【電車】JR明科駅からバスで約30分 【車】長野自動車道安曇野ICから約30分,    9:00～17:00    は相談可能,,, 0263-69-1030,要予約 10名以上の団体は要連絡
湯の児スペイン村 福田農場,'九州'  '熊本県',眼下に広がる絶景パノラマの海が自慢の農場,https://www.walkerplus.com/spot/ar1043s58875/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    熊本県水俣市陳内2525[地図],    【電車】JR新水俣駅からタクシーで約15分。肥薩おれんじ鉄道水俣駅からバスに乗り白梅荘前下車徒歩20分 【車】南九州自動車道芦北ICから国道3号線で水俣市へ。九州自動車道栗野ICから国道268号線で水俣市へ,    レストラン 10:30～21:00 LO:20:00    直売所、パン工房 8:00～17:00,    なし    ※天候などにより臨時休業あり,対応可。, 0966-63-3900,要予約 団体は要予約、レストランは電話・メール・WEB上のフォームで要予約
中井観光農園,'北海道'  '北海道',有機質肥料栽培の果物を堪能,https://www.walkerplus.com/spot/ar0101s58992/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道余市郡余市町登町1383番地[地図],    【車】JR余市駅から約8分または余市ICから約3分,    9:00～16:30,    毎週木曜日(祝日の場合営業),有料。 入園料(サクランボ狩り) 大人(中学生以上) 1100円 小学生 900円 小学生未満無料（大人1名につき2名迄）。時間制限なし、食べ放題付き 入園料(リンゴ・ブドウ・プルーン・梨・ネクタリン・プラム狩り) 大人(中学生以上) 1000円 小学生 800円 小学生未満無料（大人1名につき2名迄）。時間制限なし、食べ放題付き, 0135-22-2565,
中道ポケットパーク,'甲信越'  '新潟県',小千谷の町並みを見渡す小さなスポット,https://www.walkerplus.com/spot/ar0415s72134/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    新潟県小千谷市[地図],    【電車】JR小千谷駅から越後交通バス岩沢経由十日町行きに乗り山本山高原入口前下車徒歩30分 【車】関越自動車道小千谷ICから約10分,    入場自由,    なし,入場無料。, 0258-83-3512 小千谷観光協会,
日勝峠展望台,'北海道'  '北海道',広大な十勝平野を眼下に見渡せるビューポイント,https://www.walkerplus.com/spot/ar0101s71819/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道上川郡清水町国有林[地図],    【電車】JR十勝清水駅からタクシーで約15分 【車】道東自動車道十勝清水ICから約10分,    入場自由,    なし,入場無料。, 0156-62-2113 清水町役場,
スタジオセディック庄内オープンセット,'東北'  '山形県',数多くの映画の撮影地となっているオープンセット,https://www.walkerplus.com/spot/ar0206s129393/    ,遊ぶ,'テーマパーク・アミューズメントパーク'  '子供と'  '恋人と・夫婦で'  '友達と',    山形県鶴岡市羽黒町川代東増川山102[地図],    【電車】JR鶴岡駅からタクシーで約30分 【車】山形自動車道庄内あさひICから約30分または鶴岡ICから約40分,    4～9月9:00～17:00(最終入場16:00)。10～11月9:00～16:00(最終入場15:00),    営業期間中は無休(悪天候、撮影時は休業の場合あり)。冬季休業(11月中旬～4月下旬),有料。 入場料 大人(中学生以上)1300円、子供(小学生)900円、未就学児無料。周遊バス500円, 0235-62-4299,
